Date,pm2.5 (µg/m³),pm10 (µg/m³),Temperature (°C),Humidity (%),Wind_Speed (km/h),AQI,SO2 (µg/m³),CO (mg/m³),O3 (µg/m³),NO2 (µg/m³),PM2.5 (µg/m³),PM10 (µg/m³)
2020-01-14,29.116972459150997,49.88696444965659,30.445756505274986,67.83969109190635,11,64.61340146809923,11.003405622415325,0.6789230868135693,20.138984130779793,17.36246590550754,30.873610291513113,103.80006136107713
2020-01-15,42.88941429649158,51.4957628654084,27.308864366923075,64.15872234080643,9,83.30227825836847,10.209357439514264,0.7579888351987175,20.28214989174952,19.050890765446827,40.27354970852445,101.73197775262116
2020-01-16,41.91185278429469,30.27377536213893,27.50842606803684,40.55789294468986,17,90.33499713997146,10.24406116746875,0.6926715730734759,16.92839199173585,18.758478195106125,43.81344069173993,92.37702113531138
2020-01-17,20.985027501417537,27.09299499503268,18.781589746405142,55.40981949053041,16,85.88645865853825,10.481522198536227,0.7143809783763498,19.590820209318938,22.24446700519,48.30315602074708,96.89708904859222
2020-01-18,22.273260665014156,51.7706933626561,16.67578663035012,71.95198923852266,7,60.87568943772023,10.96235203844978,0.917699409107734,19.048484352834464,17.00053186254786,40.90265464739817,81.53506726341482
2020-01-19,30.313525702247112,52.46154703665255,33.499089764265086,49.85789001625122,16,57.0019361323493,8.59482167522953,0.7591435439611461,23.349066334370434,18.534359586187808,47.776928009672,83.2643982302244
2020-01-20,30.019043468131173,36.90508469983576,28.309742382643392,65.3233261531556,12,71.22792532359065,9.893934982631146,0.8227852757370355,19.66083641701512,18.85321829879102,43.0589630397136,90.35643654728439
2020-01-21,44.37971965551433,55.36573218541957,15.819817145659188,54.93591325521671,12,46.369020602676585,11.793198990902708,0.6727032546807217,21.290301163533453,18.374809051518135,39.04671566738743,104.48226771787297
2020-01-22,20.07010900411014,38.96367962603907,20.93795784954007,44.71275007338362,15,62.77888520513966,10.531723885409102,0.7134992141144346,14.373704814302961,20.48473938669975,43.936916284834666,73.46208279707034
2020-01-23,27.8217020404675,44.51576008122518,31.36862320120034,47.1528030527026,14,58.65557310268371,10.556566525471256,0.7156338611012353,22.656608653154155,16.703150105638752,40.911582721243164,94.61780742635617
2020-01-24,47.91306035196763,33.86386797275689,31.636691323117564,58.95101661115427,16,40.10208116596674,10.721717045003118,0.770890706610806,21.23483383788803,19.767924205214854,41.65031564293143,94.86657751014246
2020-01-25,48.71551453119275,48.27345630334489,21.86866049820952,62.69145700471047,9,32.00199424469083,10.231277669110467,0.7778195257183862,21.23025749939001,21.7677759940919,36.87687720979838,94.49365031716528
2020-01-26,38.20498395953966,39.56580382642991,18.24360014941354,44.39210291697694,5,97.50643147783596,10.71073112031488,0.7816500563988452,14.52620152299939,21.512964416899685,44.154676326350426,107.92909264926978
2020-01-27,32.126727945808284,48.43819654034448,20.98600209745564,74.36673901422697,8,27.804259028574076,11.719816879928382,0.7602808452396731,18.37440904382623,19.48852120966894,36.363495766114,109.93732027192787
2020-01-28,25.065730162710693,52.78800761040721,18.4647272083133,44.26772152183736,14,92.79223859469818,6.935254169544811,0.7078004095696566,19.477990635618973,19.64177955905315,46.487507576158464,66.40177427759195
2020-01-29,38.457771735783226,25.880834215908223,26.137502083847718,65.39866573921097,8,25.13480475520976,11.076618841641693,0.7458101035886394,23.07332665343777,20.012552697823587,37.02017500746958,96.03917451395706
2020-01-30,23.344569067563175,47.65315319871593,28.95529854187945,51.28224481139548,15,53.92105997417983,11.352729310518287,0.6145236165546621,17.1078766683453,13.860859176581524,30.86691244212826,88.04384715074063
2020-01-31,25.67985475915267,45.55331813032282,16.53155112704258,44.53841994523029,19,95.1697345621755,12.03545196114343,0.7181889472071239,19.088238698013654,15.74791958128256,35.40354847153971,113.84052620304423
2020-02-01,37.60854765089728,33.39653345415426,17.347217260290723,42.48875569208516,7,79.50968518319374,9.946122629913217,0.874893893139094,19.560110318477072,18.968247009763637,38.18476504465319,83.63574765075005
2020-02-02,31.19541766236342,31.760742374415955,18.65261798868605,61.36102965419708,18,48.61501316732377,10.626017900994578,0.7763928674277367,18.913509972195772,20.947984902362297,40.836096910790566,98.27184816080444
2020-02-03,22.159105763290032,56.74389709191784,26.465062785984465,79.68805277563453,10,59.63658989217286,10.624953911185237,0.6534115330486125,19.665544677701728,19.6309399027608,31.111270210072846,101.81828057228527
2020-02-04,38.45335696936688,51.158949207383685,17.748369856864116,61.62968161712119,7,34.953072147207514,10.70233779776848,0.7008661214583037,18.02926057062266,19.454249920436418,38.14220658897089,96.40678405726621
2020-02-05,47.96374000935921,33.16853596470831,25.60236552734773,44.50619864745881,7,49.2931433879555,11.975453448171198,0.7388301317493833,24.90838197703642,17.20417296496701,37.440429645861286,103.92328548567264
2020-02-06,33.483341659802875,57.08296233668947,24.23313811476531,49.00649358575227,14,61.42196757397308,10.651078416616258,0.6555368721134769,21.88923707159031,18.80863586064591,39.717933222235295,103.00381266149151
2020-02-07,41.16745698919651,44.63455930759911,18.254880382591143,70.50858596281208,7,71.78167863286828,10.296244456735524,0.6406200755117725,19.424278561476484,18.884769729514176,36.14023003422453,113.00730758189968
2020-02-08,41.74914856550865,58.38217884426929,18.114524720497787,75.11689894413706,5,97.34634715912868,8.962996276980638,0.8672653261541508,22.91980696668827,19.59516769964614,43.53209220602991,85.11991129781349
2020-02-09,49.33496210257896,35.33258287282576,15.578802143510604,41.54996816826804,16,53.84250661114685,11.590468673919203,0.7704767925589894,20.96118497720463,18.219982441123626,32.29880536411275,105.07603111103754
2020-02-10,36.92059484149652,42.483607125014345,27.473966671630293,62.772169561463535,11,69.30212844423805,11.633795498976825,0.805074842598698,18.318104528573535,16.91389212805456,47.85983934581122,108.57443135500935
2020-02-11,23.219729541061422,51.6868760001435,26.27419102325676,60.17434738987838,17,86.08727083341786,9.757917873228093,0.7951768360611398,16.66324646028226,17.052980513683508,43.72631414329089,101.21626725737113
2020-02-12,43.66517425731659,50.09990097531298,23.189299733690515,55.71357303304396,16,96.90029352649287,10.383027744561165,0.7552249479199317,20.425270089300906,16.907491806334818,60.90038731565185,94.13512647272087
2020-02-13,26.35019409578127,56.432592816712734,31.01311371056106,78.64823870607722,13,30.24564317110079,11.205975355455221,0.5536169518092429,19.51148608617321,20.33188288567381,43.62682351846867,95.35466941461154
2020-02-14,30.01948129877058,40.77193596515752,22.62407945556789,79.57071408450227,7,50.97070965154494,10.78482835693926,0.6906930708885308,21.08998470283219,17.08245790836511,39.17671487987971,94.99796897861383
2020-02-15,26.88304842185354,56.905742231400296,21.79054191478651,48.280784526925785,7,68.89128922160188,9.984369694410317,0.9501285429990382,20.60456069049251,18.660424846378845,40.25982457123293,90.07309878219303
2020-02-16,23.067137059924097,45.20921654971946,27.263681723638808,65.04780735359994,6,84.00403256748528,11.546856005270918,0.7340802651871028,20.588754027362214,24.19892367068313,45.319445153295796,98.61586902311362
2020-02-17,40.77085906364754,30.408883706884016,34.58868338123695,79.28444562720159,8,67.62856998179979,10.896896485917594,0.6793885468944948,20.363380262660666,19.208131869474727,35.36443899172927,100.03947355184553
2020-02-18,47.92926222274056,40.4812352854283,15.334820322967582,77.08389729435997,17,69.35468103190381,10.558049000254917,0.6968490631750471,19.55680951667274,19.30612112300708,28.806177732013794,106.51843338247085
2020-02-19,34.06230293211792,30.111705058984032,15.778884405300746,60.30396700001998,13,36.973964080996936,9.485102910192344,0.6705309845281614,21.22630900606253,18.146389420716908,35.40877280708351,92.9328797367534
2020-02-20,32.711827218774275,40.31810820334003,17.96740667518774,50.19130278139067,16,57.16801560056047,11.739005414048288,0.8262275438706816,19.938078497130196,17.79144240492419,42.84781411039543,103.59489272089432
2020-02-21,46.43310332311737,46.47783667722176,18.10682078455044,61.94730775165996,7,94.69448663302876,10.116150078494417,0.6583133431106096,21.027401492918635,16.17139577077573,38.98938105326089,91.21810408640695
2020-02-22,29.98458343402013,48.77171439122357,28.77974572737046,53.6694103657714,16,86.0552496560353,10.437147353262723,0.6080431989898734,19.53881054824032,17.50329689542379,45.96164313783899,70.10965620299054
2020-02-23,25.238156833599323,57.53213521322314,31.72202470092105,50.58963331883844,16,89.37036118044527,10.179364746601983,0.8812358975343045,17.055081454848967,17.093269030580956,31.1750689724485,100.8144358170257
2020-02-24,22.52568034514223,40.59432556502297,25.490536126280603,58.79628443202377,12,88.42742152077801,10.936889962747047,0.6759169276540601,16.927700795639822,18.02066337510176,37.988731277197836,73.85169687556984
2020-02-25,35.27396379090664,44.33009494882829,19.100171643644156,42.49238270443894,19,90.18013617313734,10.828597731128626,0.6295887985314966,21.05212651764284,16.700019787785088,39.28554015557776,78.17711192740639
2020-02-26,27.84818469432998,56.96274065027217,15.724158914455744,50.80673886560413,19,31.71171990999016,10.195445999055785,0.7158428279418915,21.86806843455234,17.807031063063793,39.99828521781536,82.03957947785852
2020-02-27,23.528257431909296,25.337953789331586,23.35333797916933,45.00743523023182,5,40.57697888372587,10.394173260956078,0.9025172513522994,17.792278537074516,21.45346743224269,42.96193327611251,93.06529547681494
2020-02-28,46.42239264991126,47.23627467895926,18.984030726692048,41.89475527522461,8,45.32004687039354,11.035119774218055,0.6497813288381095,17.239250575478973,18.167144540773776,38.66368704329482,117.04195576889279
2020-02-29,34.64150609630789,30.535482575147075,25.668725523191544,50.29375000742587,10,58.82066579260091,10.195309870019198,0.6394882968084283,20.407185211800215,15.576537839712454,44.08403081965619,96.51379620676494
2020-03-01,28.84414381391283,53.5035344144055,25.40960257898209,75.7027107546329,17,78.91678853941173,10.473000957191218,0.7697748143622299,22.437261175787032,21.19119380194183,44.301770490055226,79.99132405259219
2020-03-02,42.79172488976562,39.41776270461447,26.97234123646577,61.93318980827119,10,67.11184151022519,10.546064575174668,0.7868258661711478,15.064464687919468,18.718676700813464,43.55106891883537,91.4780877444282
2020-03-03,46.7683179968549,26.744170210850143,25.45255589167118,68.5825531674493,10,83.27342971748831,10.551091508258397,0.7498772878265287,21.181340424479963,20.04479335227023,50.70270492371106,89.8963692266653
2020-03-04,30.114853069685186,49.77542290507259,21.32189497146404,53.71474519683245,11,26.733657338020453,9.688438241651212,0.6524482301257573,23.588885697342832,19.01532619581056,40.68509683294447,81.81326048698747
2020-03-05,30.51147783646564,40.635414074496055,23.222593624249107,44.40258563772149,19,90.83999418082271,10.929004641302404,0.8276615692877535,17.978393413658736,16.97791982469863,40.08239968590248,112.04266179933886
2020-03-06,49.0788395208118,55.418666965131024,29.422533586475133,48.22993721118678,6,28.698753674141457,9.638103765318291,0.7667674506695386,17.75876098868038,21.249450244559643,35.1829235860111,90.97611627095209
2020-03-07,27.58209338037932,32.52110526045088,19.572235099333277,77.9722729389397,11,35.37815181335952,9.17041980261586,0.6596173469389855,21.953946351787756,18.271771110709818,38.853450651727535,92.12190784071447
2020-03-08,25.722894425778584,38.15667917406005,33.76730358889279,40.550741007264,10,89.67034463841323,9.218342248102523,0.6864324403178038,23.504926702823834,18.794180465672664,44.92136193273686,105.79176245349838
2020-03-09,30.31879099694175,26.799641678345843,24.37956393011108,74.73599956234752,19,63.57888896167657,10.485877333636509,0.6557229231960517,19.77745692742079,18.40900585575955,41.715357109501966,87.64857460393664
2020-03-10,42.508397883083205,38.12061336190261,20.05893477709862,60.25027003175612,8,77.82991727955829,11.090024678391543,0.7954430754003607,21.7047182948628,16.171479434934955,40.91256957606394,92.75641293996614
2020-03-11,35.98969142830255,40.67200148812566,34.368677555811566,78.74515975367802,6,66.96465597988913,10.86676286185828,0.7150968818823746,17.95074900225355,19.272965044367698,41.398562566218786,85.49985178921479
2020-03-12,45.45855703000062,36.77822160316286,31.19303136168184,63.64700318292023,8,63.38557430004348,11.800798397760127,0.7470083908508418,19.52593363395876,19.813413227398275,35.901938710887855,106.13234749159196
2020-03-13,42.35988164386855,30.9922377718918,23.72113822778517,43.72178965116327,14,94.39657624802896,11.300503756064797,0.8169097393632823,20.909452203526552,18.539287969699565,42.71988896554426,95.34196235099623
2020-03-14,30.0791596259019,27.544468531333283,20.418834060549216,62.04861085810508,14,70.61508635542212,10.26397367054921,0.7546287298201869,21.55142599663887,19.77303164448432,36.79650093556603,94.42306541240517
2020-03-15,21.36178481611544,41.98456647406897,29.595768829498315,54.24534982745584,13,28.15040957311357,11.050390263787714,0.8031223652946665,18.688346156942345,16.41896606122915,43.955673191626616,108.5212184243117
2020-03-16,41.29178226946827,52.41729596172196,28.122512993279923,68.48817800819427,6,66.39873213927665,10.20557133905077,0.8030660558473691,21.798825754733517,18.99342024077693,46.567799117725386,100.62387723408328
2020-03-17,37.86888072301862,55.13114088713036,18.798384336532436,76.46561309831654,7,66.85681049261315,11.60764975905782,0.7982839678689525,20.019805308054178,18.812467803838892,46.73134209951988,96.99824227788532
2020-03-18,20.99510928348478,49.58145574829573,29.46437409905748,60.26175378510653,5,60.76485830396939,8.79461387786844,0.7239105640927996,14.845430346986731,20.282469313269008,40.13866713451376,79.84564754182425
2020-03-19,22.04372660023648,41.42180739467139,18.883434433438094,60.66763095296356,17,88.01107419819708,11.195938847755865,0.8342328586986241,18.187759618598,19.00262049129999,44.96725863636271,105.30012600707778
2020-03-20,44.07768243402387,35.32525989418512,18.16432051624541,66.9462797587833,6,53.47156716007716,9.453516086150978,0.6175211149447434,19.630902402151374,19.237872988597168,46.0108263890117,96.94341093379703
2020-03-21,30.720440389127265,36.53225856185188,19.098523835055232,40.97028536717862,11,45.35864198759565,11.430319233149483,0.5295008210447176,17.833011883726634,20.71170798112007,40.069978626501204,84.86992332145886
2020-03-22,32.124417687756875,41.01870065413311,25.56841717263351,40.931160831012136,6,47.154280275754985,9.062818397058319,0.8452667621811751,19.25109798597076,20.329953857081435,26.325169626096304,106.07619469575842
2020-03-23,42.59219573276103,47.71533335594654,26.46835314211949,48.82164972391072,12,76.75033418325069,10.285086174706302,0.6605936107049151,20.247293049264808,17.64539092345873,33.57992019449974,83.37432277745219
2020-03-24,38.28834168181463,47.13780287292727,32.1255480378793,74.68755206044818,19,36.0566283854825,10.672399205893356,0.7703333787172898,19.280825782774652,16.913942860921498,42.883725815213396,102.94190053901734
2020-03-25,26.772387976598345,43.33339115524591,33.20430729930249,62.68573589276279,10,45.75449498447215,9.019688367905067,0.6446645428279544,20.998120980947366,23.015043951096956,42.214831812029324,106.96392063632237
2020-03-26,46.21479602359783,33.31411664926965,22.64484055726193,78.64219067889223,14,96.7848174853903,11.396573932192611,0.7490540432585716,21.62366357113174,19.990921165216285,41.96042451257715,102.57668903124284
2020-03-27,29.07549667562812,36.280133928923874,16.259978550598184,75.60517232248425,5,55.83913825688187,10.762823940954092,0.6759556825280897,20.028241626897646,19.85296398727735,33.59543323608139,91.37947994130765
2020-03-28,31.206296972699896,59.34054693041958,24.25739981246209,74.82128805192085,8,43.72317022993927,10.374056778517316,0.7788852491608756,20.224366160096135,19.53242024418849,31.595938063015673,101.86934790703243
2020-03-29,23.14112565756006,57.025639866904896,32.75219584944156,72.01474887181598,14,96.96150816879371,9.692127083392082,0.7527173332046981,23.51967540918464,20.76058272354328,33.76862024278113,95.31887005578069
2020-03-30,23.16128228374353,29.1532171025212,26.185580150841123,43.72741253457424,6,80.59263558598869,11.275864031065215,0.8789674874756092,21.67399034370865,17.15809685309615,35.091929420114134,102.65568684006293
2020-03-31,38.362212030148136,49.41429090652507,18.324937257803256,60.91297970101761,5,83.98886264031333,12.11818433408489,0.8274718335605873,20.188207867458992,14.795763828811431,41.122748238247276,90.9025542187617
2020-04-01,35.662011912899175,33.85710899543221,19.78699264017112,47.85048367662472,7,50.102810744596745,10.737886625807654,0.7568966703739437,22.0729345824937,19.597037958245128,44.85645560384402,96.37354435515151
2020-04-02,42.148004208491365,35.715255830927376,27.65726632969807,44.27670274357049,7,70.71722217359147,10.138315559542114,0.6845835697110046,24.525521715969322,18.991260972629906,43.76205638680726,93.52831614720772
2020-04-03,40.14888059510665,41.499386309410326,18.41833683609049,53.52131221337502,9,49.485375186770185,11.067824985318248,0.5917275162137794,18.65562563530237,19.12490630073987,48.71500781495155,95.01707369823721
2020-04-04,37.85567814806787,37.52832029050237,33.25925400863319,45.554503673424286,11,25.263424317162297,9.67659254802692,0.5271987126058326,23.29910598266237,19.614250415380038,40.77331453507154,69.62288661882624
2020-04-05,49.66534645728544,30.49433673490096,28.54138820075772,73.12172465264067,15,80.46151936000436,9.61143592749419,0.7611336802457909,21.318129725059425,16.539773797183432,47.6349765586245,83.69454823929556
2020-04-06,35.632607986711214,57.90137890040479,32.75629121280493,51.32956302067591,5,56.63839047050911,9.395340321304856,0.6804940910916777,20.16886727428374,16.22724188548232,40.17955221841959,105.13057257095866
2020-04-07,48.12030134863916,28.52375101655253,24.785578313622807,70.40738147943384,5,98.16737264225976,9.7537372975188,0.6923911025474689,20.068722367470656,16.69478788046777,35.72012237019763,90.4851817627837
2020-04-08,42.689907794565016,58.542228198484565,25.00354319851337,41.708414178857815,5,34.40430600640184,10.00752474966956,0.646064708528431,19.96470239835331,17.284839645017364,37.872794906362344,99.89815197258733
2020-04-09,43.18552415693567,56.30436915527048,34.09321260414124,77.85211724898886,11,30.763708176295456,9.648185683134406,0.7137734402415886,19.24651621065592,19.924719992402547,44.402387000133956,88.76638929683183
2020-04-10,25.0762628003666,51.94045343343684,28.17216844812498,77.14649486595212,19,68.58289046820539,10.006419475926839,0.8072938567762784,21.286648160427394,18.18673258921596,39.25646998938425,83.32833671633496
2020-04-11,47.02553320890513,30.70787291181112,24.46002926849075,73.71502869980887,16,36.75318801113225,11.438857528541394,0.9057841064644799,19.626066396104477,21.076688894859416,42.30990914817205,90.13103630467201
2020-04-12,40.60275378075616,57.99169104686149,15.560257795306304,74.71037918684236,9,38.08714179659293,10.319827317823451,0.5957323026310886,19.045997321123636,14.379389112491296,47.199843045531914,93.6885223814272
2020-04-13,34.16667799568026,48.94908954329805,20.601906192420003,44.5003669263393,18,46.16720438745756,10.550738430795363,0.8370391855765928,21.412100754502994,13.07389341412744,41.087230097552684,96.74266397435889
2020-04-14,29.94462346311413,53.61616366054213,21.91597665747279,72.2189985745363,7,29.373467631728644,11.749677063448447,0.7086120439344864,19.50649477058134,19.529669353292256,45.93655409313414,95.5307215878085
2020-04-15,48.16212089903406,48.45674864704577,16.028095687845877,68.08600840718202,10,56.84224518418394,10.288975079958485,0.8465983991627105,21.1712187613734,17.80107184839181,38.44019959447355,99.96827120537188
2020-04-16,33.93980339412098,51.7489655004149,21.03742815400155,43.67946437342808,17,29.735859564571697,11.396546416771411,0.7221274172388267,23.57949983792506,16.45570783263715,50.071967019032215,105.48984394185312
2020-04-17,37.08119572050815,28.44877430136323,24.04235868675195,60.19176179673074,17,55.30259454512638,10.025552971169422,0.6638894604799288,21.93741024666594,18.99818209259995,36.10145559668388,84.81715031821261
2020-04-18,23.15648542849565,28.7524252958707,18.87417441494233,59.97217694189011,5,56.77952899998179,10.909654672949454,0.6137364022818347,21.71325101301984,18.949115282772926,42.7709377281746,95.99242424487544
2020-04-19,20.502435841592984,59.26319705850924,15.684400369563685,61.06609603114645,16,84.14169974879644,10.624842429071757,0.6442987253570384,19.401456968971104,19.631199719168414,44.450722385647744,101.71087110739087
2020-04-20,42.55783345659394,51.93957332611544,24.968265448786006,65.34468083802743,12,83.04530377437084,10.942012287807577,0.7678308576611678,20.220701307381184,23.228795800340446,37.9055355692065,97.07001908773567
2020-04-21,30.59182415848285,49.980349604420745,23.076020868449028,42.404643039765205,5,25.898852052740683,11.944660256253567,0.7232618598191578,19.632463143796752,19.216504436222323,48.601263067367796,103.67878782233088
2020-04-22,43.78243277568842,48.79515230243016,26.666971087610413,49.32543996120456,13,83.41434012767351,9.403859063793522,0.7149096134738092,19.615440374801263,18.80636796652549,39.22668655389033,87.39339494562569
2020-04-23,47.800784597227455,49.46114219302957,17.538442874131526,55.93744702616305,6,92.88335744471654,11.333344263073995,0.7571611530912808,22.929476149373002,19.748917040502683,42.49875147741617,88.37093725742369
2020-04-24,34.44858859450482,51.26091817584597,26.692457403893663,50.83007004819707,12,35.33952681024034,9.822007581888927,0.7835956099006428,20.809846404857204,16.522173002846195,36.57240561313246,81.60337323643208
2020-04-25,28.89147318515948,57.96602966033244,18.236009572603606,75.74077464099182,15,49.280941961313445,11.12214027772935,0.7059341772347012,19.742941507189748,22.376763057734664,42.57769604822395,84.46316314589123
2020-04-26,30.290426329822537,26.414131011114048,18.55898218506914,77.85981857716756,15,86.17716986640858,10.526534602786038,0.6429392513608898,16.12081280925495,20.342560633261257,28.62467613195155,83.31906984743192
2020-04-27,31.80836772495558,30.066672400665933,30.122033347007843,42.223814123904745,5,45.03165384235461,11.921600577998252,0.7935974818076443,19.50493938873654,21.774997195898894,40.567785706763175,87.20113152592421
2020-04-28,43.201723630867264,26.36265650044022,16.27726449376296,79.76835809639168,11,92.47642869024972,9.565298479861537,0.7697938646958444,17.139120931400328,20.957739089754025,46.60297097942791,91.24498223968277
2020-04-29,44.9851214641272,56.11608461069716,21.782896839076532,62.02967588198973,12,40.89629350372783,9.107108893034443,0.8135310771204776,21.894894145397245,18.99507623473536,42.278010994140374,92.0123278374511
2020-04-30,40.86839340902871,27.13547832059956,20.85823383768772,55.239484176998126,10,70.38857879811775,9.044982884146437,0.7758885102606575,20.615870546174012,15.81503633860459,46.79850238336062,121.51424585081914
2020-05-01,37.24341307746624,25.20735834459686,27.2147807795404,53.646581850593535,19,72.4566312010875,10.9803631004101,0.6628146807763383,19.57111472273273,22.742879976741186,36.616304211214945,113.8594503210159
2020-05-02,40.00106121403704,56.81461446899421,20.551998228049435,63.1517010689003,19,94.11034808302948,11.831802010306209,0.8349358697373603,21.114477090451274,17.75416969184724,43.94485455820708,78.22347922425318
2020-05-03,34.26350675793231,42.9673448891549,20.99592629877584,51.01989553177265,6,62.27321615846369,10.677089463552667,0.7582775113600541,19.022243387349228,19.472415255471333,47.3292163539235,98.82118205995674
2020-05-04,36.61257712231468,27.43146427241196,31.25951456833748,71.11193892583208,17,75.79652485715376,11.668180449729638,0.7959021871527231,20.868512925457374,19.694134157619263,42.11822770706174,97.58044016834842
2020-05-05,36.78228659169246,57.28086213336393,29.2746531709181,78.21271977149048,5,53.760302244573055,10.638004817142651,0.6960773275311767,18.899379530930574,19.977135908762076,41.216372450881344,82.02603199167194
2020-05-06,26.09548225218381,56.71863184884884,15.11429446186208,50.879904929547685,18,83.21125233052297,10.153476009023274,0.7739440977706333,17.975843739860128,17.3240286843473,26.3453234844888,107.62779222545528
2020-05-07,36.74346352185523,34.041422786674715,33.427739924373135,64.31645309786276,9,91.03081454102248,8.962096784661865,0.8925096601288667,18.254869495279433,17.627876756746712,35.07063376961757,93.20221848211965
2020-05-08,45.97834230771676,34.193241847475335,25.48470383700247,50.00665457574958,17,83.32678042281901,10.332872750922016,0.8626457609324482,21.444804362025348,21.116571998952008,43.30440826759922,105.1322023934875
2020-05-09,33.84032633737011,54.60711134292572,27.7463688818195,56.930726495927296,10,46.91622020425603,8.81312707881461,0.6065908554635842,23.158006819304095,21.731266016154326,44.03783175499687,95.53772692043688
2020-05-10,39.01400929766757,46.861219117762026,20.328439090372235,64.69360552857958,13,77.60217709935328,9.9163639421399,0.8255350041118261,19.614909011800567,16.064137688571105,41.09974166055782,106.45632301028569
2020-05-11,23.102363765805872,38.807904426495945,24.94951359757224,78.78604394643804,11,68.1300761237271,9.987735942663729,0.809520547062377,17.810116785619833,18.46210267479122,37.25892821936617,111.86042554406556
2020-05-12,37.144681190314856,51.39692784183458,17.9838884502501,70.21240815711302,9,51.39512285420942,9.610329632135361,0.6935626439685243,21.77132818416827,15.694165591415288,37.293037992572515,89.6709668790129
2020-05-13,41.865246568373095,25.86819723133016,33.38962293620048,60.80117460320679,8,36.38492605309671,9.354329011469883,0.7507377578118788,17.52132384270159,23.75520815223689,51.33033714277785,72.74718500546861
2020-05-14,46.82592377215598,56.33321098147128,22.39518541195905,53.29644656423503,12,78.84475861543298,10.221742688873894,0.8052240401001298,20.55283503337312,14.242763631528067,50.25824168036795,89.871222517411
2020-05-15,33.13276673653115,44.252574996560654,20.16169309780417,53.84760612712903,6,54.53337942118767,11.026855622116317,0.7739545914914523,19.501787341467786,22.287908419181242,52.85520425422415,104.1182348379386
2020-05-16,35.42394060269981,33.24982752338377,21.44124926615745,75.00770572409337,17,46.31355382830617,11.791676475231288,0.6366601808037915,18.84808929112283,19.64754788851835,35.91429926122821,95.86427658054633
2020-05-17,42.08394725164452,48.22455976759932,25.195527851574163,42.76320924099368,16,92.13525856647284,12.040612274402928,0.7060724815437651,19.348258242540883,21.93285980621379,42.35728027331944,96.30789577818068
2020-05-18,22.277933559990917,42.94232325156215,29.01854617972566,63.653571443483074,18,84.77347152315772,9.45898723004312,0.7477246260513938,18.69677979930643,19.535180765938186,40.95597697841736,74.10347613224819
2020-05-19,26.738965489479583,57.90096420086076,24.93445100676113,55.80893423296032,16,74.77082501484426,10.497298331631907,0.8548678627808189,20.156378743083607,17.486484516150547,35.36308942998592,98.3265357933296
